overall,asin,reviewerID,cluster,brand,highlight,asin2,reviewerID2,main_suggestions,second_suggestions
5.0,0008117497,AHUT55E980RDR,2,Visit Amazon's Isaac Asimov Page,1,32,38,"{'1570429715', '0307476073', '0008117497', '0062225448', '0008123209', '0020519605', '0312306261', '0345532015', '0307735036', '0312185863'}","{'1570429715', '0307476073', '0008117497', '0062225448', '0008123209', '0020519605', '0312306261', '0345532015', '0307735036', '0312185863'}"
5.0,0008117497,A1K1JW1C5CUSUZ,2,Visit Amazon's Isaac Asimov Page,0,32,36,"{'1570429715', '0307476073', '0008117497', '0062225448', '0008123209', '0020519605', '0312306261', '0345532015', '0307735036', '0312185863'}","{'1570429715', '0307476073', '0008117497', '0062225448', '0008123209', '0020519605', '0312306261', '0345532015', '0307735036', '0312185863'}"
5.0,0020519605,A1MC6BFHWY6WC3,2,Visit Amazon's Ernest Hemingway Page,0,33,23,"{'0060391448', '0307476073', '0008117497', '0020519605', '000735083X', '1530173922', '1447259297', '0312185863', '0307933113', '0349403678'}","{'0060391448', '0307476073', '0008117497', '0020519605', '000735083X', '1530173922', '1447259297', '0312185863', '0307933113', '0349403678'}"
3.0,0028180054,A5S98AEI9WI7Y,1,Visit Amazon's Madeleine L'Engle Page,0,34,5,"{'0307341577', '0060391448', '0001050230', '0004244079', '0028180054', 'B003156C4E', '0062498533', '1530173922', 'B001C4VLZQ', '8184776217'}","{'0307341577', '0060391448', '0001050230', '0004244079', '0028180054', 'B003156C4E', '0062498533', '1530173922', 'B001C4VLZQ', '8184776217'}"
5.0,006017322X,A33MQEEMIUJF8C,2,Visit Amazon's Harper Lee Page,0,35,39,"{'0307282961', '0141345810', '1505690900', '0743488814', '0062353594', 'B001G50SCS', '0553496646', '006017322X', '030788743X', '0137012616'}","{'0307282961', '0141345810', '1505690900', '0743488814', '0062353594', 'B001G50SCS', '0553496646', '006017322X', '030788743X', '0137012616'}"
5.0,006017322X,A29A1CPI3AOYSD,2,Visit Amazon's Harper Lee Page,0,35,40,"{'0307282961', '0141345810', '1505690900', '0743488814', '0062353594', 'B001G50SCS', '0553496646', '006017322X', '030788743X', '0137012616'}","{'0307282961', '0141345810', '1505690900', '0743488814', '0062353594', 'B001G50SCS', '0553496646', '006017322X', '030788743X', '0137012616'}"
1.0,0060391448,A10LKYQ1D8LPK8,0,Visit Amazon's Gregory Maguire Page,0,36,20,"{'0140324623', '0060391448', '0316081051', '0061985848', '0007386982', '0441015662', '000746522X', '1514664003', '0425261328', '8184776217'}","{'0140324623', '0060391448', '0316081051', '0061985848', '0007386982', '0441015662', '000746522X', '1514664003', '0425261328', '8184776217'}"
4.0,006051048X,A1CNQTCRQ35IMM,1,Visit Amazon's Neil Gaiman Page,0,37,41,"{'0140324623', '0316206857', '006051048X', '037543190X', '0385543026', '0143144626', '0778313514', '0007350783', '0553212737', '0373210183'}","{'0140324623', '0316206857', '006051048X', '037543190X', '0385543026', '0143144626', '0778313514', '0007350783', '0553212737', '0373210183'}"
5.0,006051048X,A2TXR85WQLE32N,2,Visit Amazon's Neil Gaiman Page,0,37,19,"{'0140324623', '0316206857', '006051048X', '037543190X', '0385543026', '0143144626', '0778313514', '0007350783', '0553212737', '0373210183'}","{'0140324623', '0316206857', '006051048X', '037543190X', '0385543026', '0143144626', '0778313514', '0007350783', '0553212737', '0373210183'}"
3.0,006051048X,ABMX8XUNPR3LP,1,Visit Amazon's Neil Gaiman Page,0,37,8,"{'0140324623', '0316206857', '006051048X', '037543190X', '0385543026', '0143144626', '0778313514', '0007350783', '0553212737', '0373210183'}","{'0140324623', '0316206857', '006051048X', '037543190X', '0385543026', '0143144626', '0778313514', '0007350783', '0553212737', '0373210183'}"
4.0,0060530944,A2BFX4QDO4EAWE,1,Visit Amazon's Neil Gaiman Page,0,38,42,"{'0399144676', '0385340559', '0316666009', '0812976894', '0297851527', '0060530944', '0553418025', '149262246X', '0120000156', '0399159347'}","{'0399144676', '0385340559', '0316666009', '0812976894', '0297851527', '0060530944', '0553418025', '149262246X', '0120000156', '0399159347'}"
4.0,0060539836,A3FA93L7JWESR,1,Visit Amazon's Stephanie Bond Page,0,39,43,"{'B00KSI4SI4', '0060539836', '1940883725', '1517088216', 'B00GOHHMRC', '099073885X', '1533110638', '1545373949', '1539876012', '0312360800'}","{'B00KSI4SI4', '0060539836', '1940883725', '1517088216', 'B00GOHHMRC', '099073885X', '1533110638', '1545373949', '1539876012', '0312360800'}"
3.0,006056492X,A1MFPR1ILOQPJY,1,Visit Amazon's Kurt Vonnegut Page,0,40,9,"{'0061147931', '0099771519', '0006545793', '006056492X', '0007368658', '6077547328', '7208061645', 'B001I1CHNS', '0312938640', '1986566854'}","{'0061147931', '0099771519', '0006545793', '006056492X', '0007368658', '6077547328', '7208061645', 'B001I1CHNS', '0312938640', '1986566854'}"
5.0,0060558121,A55ER33W947XU,2,Visit Amazon's Neil Gaiman Page,0,41,4,"{'0061147931', 'B001J8W92O', '0439228905', '0060558121', '2253195103', '0099664313', '6077547328', '0140434917', 'B001I1CHNS', '0140861750'}","{'0061147931', 'B001J8W92O', '0439228905', '0060558121', '2253195103', '0099664313', '6077547328', '0140434917', 'B001I1CHNS', '0140861750'}"
4.0,0060558121,A4FX5YCJA630V,1,Visit Amazon's Neil Gaiman Page,0,41,44,"{'0061147931', 'B001J8W92O', '0439228905', '0060558121', '2253195103', '0099664313', '6077547328', '0140434917', 'B001I1CHNS', '0140861750'}","{'0061147931', 'B001J8W92O', '0439228905', '0060558121', '2253195103', '0099664313', '6077547328', '0140434917', 'B001I1CHNS', '0140861750'}"
5.0,006056492X,A20VXF9DYI0I6H,2,Visit Amazon's Kurt Vonnegut Page,0,40,22,"{'0061147931', '0099771519', '0006545793', '006056492X', '0007368658', '6077547328', '7208061645', 'B001I1CHNS', '0312938640', '1986566854'}","{'0061147931', '0099771519', '0006545793', '006056492X', '0007368658', '6077547328', '7208061645', 'B001I1CHNS', '0312938640', '1986566854'}"
5.0,0060558121,A1MFPR1ILOQPJY,2,Visit Amazon's Neil Gaiman Page,1,41,9,"{'0061147931', 'B001J8W92O', '0439228905', '0060558121', '2253195103', '0099664313', '6077547328', '0140434917', 'B001I1CHNS', '0140861750'}","{'0061147931', 'B001J8W92O', '0439228905', '0060558121', '2253195103', '0099664313', '6077547328', '0140434917', 'B001I1CHNS', '0140861750'}"
5.0,0060584750,AHHU34NT0HTR1,2,Visit Amazon's Dennis Lehane Page,0,42,13,"{'0393072231', 'B000FK9M18', 'B00V177HXY', '2253195103', '1514664003', '0060584750', '1408842432', '1530173922', '0307987647', '0007155662'}","{'0393072231', 'B000FK9M18', 'B00V177HXY', '2253195103', '1514664003', '0060584750', '1408842432', '1530173922', '0307987647', '0007155662'}"
4.0,0060558121,A2NJO6YE954DBH,1,Visit Amazon's Neil Gaiman Page,0,41,11,"{'0061147931', 'B001J8W92O', '0439228905', '0060558121', '2253195103', '0099664313', '6077547328', '0140434917', 'B001I1CHNS', '0140861750'}","{'0061147931', 'B001J8W92O', '0439228905', '0060558121', '2253195103', '0099664313', '6077547328', '0140434917', 'B001I1CHNS', '0140861750'}"
2.0,006073132X,A1C97CZ8GVFMY5,0,Visit Amazon's Steven D. Levitt Page,0,43,45,"{'1476702926', '0307749606', '141047383X', '0385346859', '006073132X', '0007518021', '0099595036', '0099457164', '030799063X', '0345504992'}","{'1476702926', '0307749606', '141047383X', '0385346859', '006073132X', '0007518021', '0099595036', '0099457164', '030799063X', '0345504992'}"
3.0,006073132X,A2F6N60Z96CAJI,1,Visit Amazon's Steven D. Levitt Page,0,43,33,"{'1476702926', '0307749606', '141047383X', '0385346859', '006073132X', '0007518021', '0099595036', '0099457164', '030799063X', '0345504992'}","{'1476702926', '0307749606', '141047383X', '0385346859', '006073132X', '0007518021', '0099595036', '0099457164', '030799063X', '0345504992'}"
4.0,0060885599,A1Z1F8JP032EV2,1,Visit Amazon's Ben Fountain Page,0,44,34,"{'0307341577', '0340920246', '0007925565', '1611749271', '0743467728', '0385408250', '0060885599', '0143121707', '1503953386', '0143144391'}","{'0307341577', '0340920246', '0007925565', '1611749271', '0743467728', '0385408250', '0060885599', '0143121707', '1503953386', '0143144391'}"
4.0,0060899220,A2S3CQ90I4DQVX,1,Visit Amazon's Anthony Bourdain Page,1,45,46,"{'0060899220', '0147525179', '0385744072', '0989013162', '0345544978', '0062409883', '0385543026', '0553496646', '0718026268', '1250132363'}","{'0060899220', '0147525179', '0385744072', '0989013162', '0345544978', '0062409883', '0385543026', '0553496646', '0718026268', '1250132363'}"
3.0,0061147931,A1MFPR1ILOQPJY,1,Visit Amazon's Joe Hill Page,0,46,9,"{'0061147931', '1410440478', 'B001J8W92O', '0006545793', '0140437681', '0060558121', '2253195103', 'B0076JPX46', '6077547328', 'B001I1CHNS'}","{'0061147931', '1410440478', 'B001J8W92O', '0006545793', '0140437681', '0060558121', '2253195103', 'B0076JPX46', '6077547328', 'B001I1CHNS'}"
3.0,0061147966,AKPKPMWM6IIU5,1,Visit Amazon's Joe Hill Page,0,47,47,"{'0230754902', '0062678418', '0061147966', '1501132938', '0385677006', '0751565350', '0743467728', '0312379080', '0307967077', '1410458229'}","{'0230754902', '0062678418', '0061147966', '1501132938', '0385677006', '0751565350', '0743467728', '0312379080', '0307967077', '1410458229'}"
5.0,0061245089,AVWNJ95W61CU4,2,Visit Amazon's Jeaniene Frost Page,0,48,48,"{'1517356423', '006178320X', '0425244474', '0349409137', '1533307997', '0425256227', '0441017029', '0451239350', '0061245089', '0441018521'}","{'1517356423', '006178320X', '0425244474', '0349409137', '1533307997', '0425256227', '0441017029', '0451239350', '0061245089', '0441018521'}"
5.0,0061245089,ABUY5XK1R4YYZ,2,Visit Amazon's Jeaniene Frost Page,0,48,49,"{'1517356423', '006178320X', '0425244474', '0349409137', '1533307997', '0425256227', '0441017029', '0451239350', '0061245089', '0441018521'}","{'1517356423', '006178320X', '0425244474', '0349409137', '1533307997', '0425256227', '0441017029', '0451239350', '0061245089', '0441018521'}"
4.0,0061351415,A2YXRT2XIJIO57,1,Visit Amazon's Sun-Tzu Page,0,49,3,"{'0307341577', '0060391448', '0316081051', '0001050230', '1514664003', '1530173922', '0061351415', '0001048767', 'B001MQA3DU', '1481999842'}","{'0307341577', '0060391448', '0316081051', '0001050230', '1514664003', '1530173922', '0061351415', '0001048767', 'B001MQA3DU', '1481999842'}"
4.0,0061726834,A2WW57XX2UVLM6,1,Visit Amazon's Lauren Oliver Page,0,50,26,"{'0345481283', '0544022491', '0061726834', '1502885689', '0062217089', '054542495X', '0141339578', '0143144626', '153463455X', '0373210183'}","{'0345481283', '0544022491', '0061726834', '1502885689', '0062217089', '054542495X', '0141339578', '0143144626', '153463455X', '0373210183'}"
2.0,0061726834,ABMX8XUNPR3LP,0,Visit Amazon's Lauren Oliver Page,0,50,8,"{'0345481283', '0544022491', '0061726834', '1502885689', '0062217089', '054542495X', '0141339578', '0143144626', '153463455X', '0373210183'}","{'0345481283', '0544022491', '0061726834', '1502885689', '0062217089', '054542495X', '0141339578', '0143144626', '153463455X', '0373210183'}"
5.0,006178320X,ABUY5XK1R4YYZ,2,Visit Amazon's Jeaniene Frost Page,0,51,49,"{'1477588388', '006178320X', '0425244474', '0062048511', '0349409137', '0425256227', '0441017029', '0451239350', '0061245089', '0441018521'}","{'1477588388', '006178320X', '0425244474', '0062048511', '0349409137', '0425256227', '0441017029', '0451239350', '0061245089', '0441018521'}"
3.0,006178320X,A19UT0OPQCDR8,1,Visit Amazon's Jeaniene Frost Page,0,51,50,"{'1477588388', '006178320X', '0425244474', '0062048511', '0349409137', '0425256227', '0441017029', '0451239350', '0061245089', '0441018521'}","{'1477588388', '006178320X', '0425244474', '0062048511', '0349409137', '0425256227', '0441017029', '0451239350', '0061245089', '0441018521'}"
4.0,0061985848,A10LKYQ1D8LPK8,1,Visit Amazon's Kiersten White Page,0,52,20,"{'0140324623', '0060391448', '0316081051', '0061985848', '0007386982', '0441015662', '000746522X', '1514664003', '0425261328', '8184776217'}","{'0140324623', '0060391448', '0316081051', '0061985848', '0007386982', '0441015662', '000746522X', '1514664003', '0425261328', '8184776217'}"
4.0,006195070X,A3Z9QN0RCOHEY,1,Visit Amazon's Christina Baker Kline Page,0,53,51,"{'0316081051', '1410458229', '0307967077', '0812976894', '006195070X', '0641866240', '0385660073', '1250132363', 'B00EJQY4BM', '0297867288'}","{'0316081051', '1410458229', '0307967077', '0812976894', '006195070X', '0641866240', '0385660073', '1250132363', 'B00EJQY4BM', '0297867288'}"
4.0,0062026518,A3G5YFK37GKUK2,1,Visit Amazon's Rae Carson Page,0,54,28,"{'0804178321', '1408839121', '1250002990', '0373210086', '0230750214', '0425231119', '0553418025', '0151015392', '014133925X', '0062026518'}","{'0804178321', '1408839121', '1250002990', '0373210086', '0230750214', '0425231119', '0553418025', '0151015392', '014133925X', '0062026518'}"
5.0,0062026518,A1W1G846DJ5HFL,2,Visit Amazon's Rae Carson Page,0,54,52,"{'0804178321', '1408839121', '1250002990', '0373210086', '0230750214', '0425231119', '0553418025', '0151015392', '014133925X', '0062026518'}","{'0804178321', '1408839121', '1250002990', '0373210086', '0230750214', '0425231119', '0553418025', '0151015392', '014133925X', '0062026518'}"
5.0,0062048511,A19UT0OPQCDR8,2,Visit Amazon's Anna Carey Page,0,55,50,"{'1477588388', '006178320X', '0062267906', '0062048511', '0425269841', '045147242X', '0425272362', '034554661X', '1620612925', '0984887873'}","{'1477588388', '006178320X', '0062267906', '0062048511', '0425269841', '045147242X', '0425272362', '034554661X', '1620612925', '0984887873'}"
5.0,0062049801,AYT4FJYVCHYLE,2,Visit Amazon's Ann Patchett Page,0,56,18,"{'0007310250', '0713998636', '0099911701', 'B0076JPX46', '0316071048', 'B001C4VLZQ', '038568231X', '0062049801', '0307967077', '0375725601'}","{'0007310250', '0713998636', '0099911701', 'B0076JPX46', '0316071048', 'B001C4VLZQ', '038568231X', '0062049801', '0307967077', '0375725601'}"
5.0,0062085506,A14U5KQ2VA5L65,2,Visit Amazon's Tahereh Mafi Page,0,57,53,"{'1520880685', '0373210868', '0062085506', '1985001209', '1986343456', '0764207083', '1984989065', '015206396X', '1539164195', '0007271239'}","{'1520880685', '0373210868', '0062085506', '1985001209', '1986343456', '0764207083', '1984989065', '015206396X', '1539164195', '0007271239'}"
4.0,0062085506,A1TYDLL929RD0N,1,Visit Amazon's Tahereh Mafi Page,0,57,17,"{'1520880685', '0373210868', '0062085506', '1985001209', '1986343456', '0764207083', '1984989065', '015206396X', '1539164195', '0007271239'}","{'1520880685', '0373210868', '0062085506', '1985001209', '1986343456', '0764207083', '1984989065', '015206396X', '1539164195', '0007271239'}"
4.0,0062090364,A5FEPIIKTY9Q2,1,Visit Amazon's Debra Driza Page,0,58,54,"{'1496174097', '0763655597', '0062090364', '0575089911', '1508733090', '0312641893', '0991068009', '0399593284', '0143127551', '0312569041'}","{'1496174097', '0763655597', '0062090364', '0575089911', '1508733090', '0312641893', '0991068009', '0399593284', '0143127551', '0312569041'}"
3.0,0062090364,A1MIXHFSMNEE42,1,Visit Amazon's Debra Driza Page,0,58,55,"{'1496174097', '0763655597', '0062090364', '0575089911', '1508733090', '0312641893', '0991068009', '0399593284', '0143127551', '0312569041'}","{'1496174097', '0763655597', '0062090364', '0575089911', '1508733090', '0312641893', '0991068009', '0399593284', '0143127551', '0312569041'}"
3.0,0062217089,A16U814S3DGASV,1,Visit Amazon's Amy Tintera Page,0,59,30,"{'0345481283', '0544022491', '0061726834', '1406330345', '1502885689', '0062217089', '054542495X', '0141339578', '153463455X', '0312569041'}","{'0345481283', '0544022491', '0061726834', '1406330345', '1502885689', '0062217089', '054542495X', '0141339578', '153463455X', '0312569041'}"
4.0,0062217089,A2WW57XX2UVLM6,1,Visit Amazon's Amy Tintera Page,0,59,26,"{'0345481283', '0544022491', '0061726834', '1406330345', '1502885689', '0062217089', '054542495X', '0141339578', '153463455X', '0312569041'}","{'0345481283', '0544022491', '0061726834', '1406330345', '1502885689', '0062217089', '054542495X', '0141339578', '153463455X', '0312569041'}"
3.0,0062224743,A22B13EJTZKCTM,1,Visit Amazon's Rosamund Hodge Page,0,60,21,"{'0451216954', '0007386982', '0316273252', '000746522X', '0062224743', '0802727980', '0312551517', 'B000K5THYU', '0007449313', '0441018521'}","{'0451216954', '0007386982', '0316273252', '000746522X', '0062224743', '0802727980', '0312551517', 'B000K5THYU', '0007449313', '0441018521'}"
5.0,0062225448,AHUT55E980RDR,2,Visit Amazon's Kimberly McCreight Page,0,61,38,"{'1101890754', '0008117497', '0062225448', '0008123209', '0345532015', '1530173922', '0062429078', '1594745269', '0307735036', '1481999842'}","{'1101890754', '0008117497', '0062225448', '0008123209', '0345532015', '1530173922', '0062429078', '1594745269', '0307735036', '1481999842'}"
5.0,0062235656,A3UV7BV3U6NA57,2,Visit Amazon's Kasie West Page,0,62,56,"{'1502327228', '1533269467', '0385342063', '1536855081', '1495459225', '0062235656', '1455533254', '1499756194', '0990961206', '1622660757'}","{'1502327228', '1533269467', '0385342063', '1536855081', '1495459225', '0062235656', '1455533254', '1499756194', '0990961206', '1622660757'}"
2.0,0062267906,A1CNQTCRQ35IMM,0,Visit Amazon's Laura Kaye Page,0,63,41,"{'1500417483', '1468065343', '1514749890', '1477588388', '0062267906', '0062048511', '0991379632', '1633500055', '1514758512', '1490519297'}","{'1500417483', '1468065343', '1514749890', '1477588388', '0062267906', '0062048511', '0991379632', '1633500055', '1514758512', '1490519297'}"
5.0,0062267906,A2N0V6GUH28XMN,2,Visit Amazon's Laura Kaye Page,0,63,57,"{'1500417483', '1468065343', '1514749890', '1477588388', '0062267906', '0062048511', '0991379632', '1633500055', '1514758512', '1490519297'}","{'1500417483', '1468065343', '1514749890', '1477588388', '0062267906', '0062048511', '0991379632', '1633500055', '1514758512', '1490519297'}"
3.0,0062267906,A19UT0OPQCDR8,1,Visit Amazon's Laura Kaye Page,0,63,50,"{'1500417483', '1468065343', '1514749890', '1477588388', '0062267906', '0062048511', '0991379632', '1633500055', '1514758512', '1490519297'}","{'1500417483', '1468065343', '1514749890', '1477588388', '0062267906', '0062048511', '0991379632', '1633500055', '1514758512', '1490519297'}"
